Paladin winrate,Paladin played,Rogue winrate,Rogue played,Mage winrate,Mage played,Druid winrate,Druid played,Demonhunter winrate,Demonhunter played,Hunter winrate,Hunter played,Priest winrate,Priest played,Shaman winrate,Shaman played,Warlock winrate,Warlock played,Warrior winrate,Warrior played
0.5698924731182796,93,0.5536480686695279,233,0.42028985507246375,69,0.5100401606425703,249,0.46766169154228854,201,0.47058823529411764,68,0.5247524752475248,101,0.33707865168539325,89,0.45925925925925926,135,0.5581395348837209,172
0.46875,128,0.5555555555555556,315,0.48366013071895425,153,0.5472527472527473,455,0.44696969696969696,264,0.4444444444444444,162,0.5207100591715976,338,0.39855072463768115,138,0.49606299212598426,254,0.4963144963144963,407
0.4968944099378882,161,0.43508771929824563,285,0.3893129770992366,131,0.6102941176470589,408,0.46638655462184875,238,0.3418803418803419,117,0.6071428571428571,252,0.44144144144144143,111,0.49640287769784175,139,0.4845679012345679,324
0.46846846846846846,111,0.5031847133757962,157,0.46153846153846156,91,0.5514018691588785,321,0.46060606060606063,165,0.5287356321839081,87,0.5792079207920792,202,0.3673469387755102,49,0.45714285714285713,70,0.4439461883408072,223
0.47058823529411764,119,0.46258503401360546,147,0.5,144,0.5192307692307693,312,0.4316546762589928,139,0.4461538461538462,65,0.5662100456621004,219,0.41025641025641024,39,0.5121951219512195,82,0.5204081632653061,196
0.5384615384615384,260,0.48,300,0.47560975609756095,246,0.5553505535055351,542,0.41899441340782123,179,0.461038961038961,154,0.5028409090909091,352,0.3951612903225806,124,0.4527363184079602,201,0.5319634703196348,438
0.5733333333333334,300,0.46273291925465837,322,0.46830985915492956,284,0.5577981651376147,545,0.4207650273224044,183,0.4567307692307692,208,0.5618556701030928,388,0.46308724832214765,149,0.5198019801980198,202,0.42482100238663484,419
0.5647668393782384,193,0.5130718954248366,306,0.48148148148148145,162,0.5518072289156627,415,0.5299539170506913,217,0.391304347826087,184,0.5083056478405316,301,0.38524590163934425,122,0.44654088050314467,159,0.4948453608247423,291
0.532871972318339,289,0.5460992907801419,282,0.33,100,0.5358090185676393,377,0.5,124,0.5056179775280899,178,0.5111821086261981,313,0.390625,64,0.4461538461538462,130,0.4605809128630705,241
0.4885844748858447,219,0.48148148148148145,135,0.39805825242718446,103,0.572347266881029,311,0.44375,160,0.42045454545454547,88,0.5492957746478874,213,0.4358974358974359,39,0.5185185185185185,81,0.4970414201183432,169
0.5291666666666667,240,0.5723684210526315,152,0.453781512605042,119,0.48255813953488375,344,0.4726027397260274,146,0.2876712328767123,73,0.5380952380952381,210,0.42105263157894735,38,0.47297297297297297,74,0.5543478260869565,184
0.5153203342618384,359,0.512280701754386,285,0.43555555555555553,225,0.5357142857142857,560,0.5214723926380368,163,0.46357615894039733,151,0.5028409090909091,352,0.5138888888888888,72,0.5,194,0.45821325648414984,347
0.5591836734693878,490,0.4745222929936306,314,0.4632352941176471,272,0.5148809523809523,672,0.48148148148148145,189,0.5411255411255411,231,0.5058548009367682,427,0.3793103448275862,87,0.4879032258064516,248,0.4593908629441624,394
0.5231788079470199,302,0.45229681978798586,283,0.45985401459854014,137,0.5378323108384458,489,0.5145631067961165,206,0.4785714285714286,140,0.563076923076923,325,0.36507936507936506,63,0.5064935064935064,154,0.43252595155709345,289
0.5263157894736842,323,0.48717948717948717,234,0.5,128,0.4834710743801653,484,0.4581005586592179,179,0.5528455284552846,123,0.5241379310344828,290,0.5238095238095238,63,0.48936170212765956,141,0.4867924528301887,265
0.43870967741935485,155,0.5225225225225225,222,0.5230769230769231,130,0.5264550264550265,378,0.4152046783625731,171,0.37333333333333335,75,0.5577889447236181,199,0.38095238095238093,42,0.5918367346938775,98,0.5,170
0.41638225255972694,293,0.48081841432225064,391,0.5084269662921348,356,0.503725782414307,671,0.5198019801980198,202,0.3931034482758621,145,0.5225806451612903,465,0.4339622641509434,53,0.5137254901960784,255,0.579250720461095,347
0.45933014354066987,209,0.48742138364779874,318,0.5123674911660777,283,0.48141263940520446,538,0.5,206,0.48226950354609927,141,0.5460122699386503,326,0.32142857142857145,56,0.5284974093264249,193,0.5357142857142857,308
0.4358974358974359,156,0.4594594594594595,185,0.43169398907103823,183,0.5232558139534884,344,0.48717948717948717,156,0.5135135135135135,74,0.5234375,256,0.38095238095238093,21,0.5967741935483871,124,0.5376884422110553,199
0.4435483870967742,124,0.5154639175257731,194,0.49032258064516127,155,0.46726190476190477,336,0.5537190082644629,121,0.4722222222222222,72,0.5152671755725191,262,0.5,20,0.41304347826086957,92,0.5792079207920792,202
0.4434389140271493,221,0.4970588235294118,340,0.47678018575851394,323,0.49421965317919075,692,0.46842105263157896,190,0.40963855421686746,166,0.5560439560439561,455,0.5,58,0.5041666666666667,240,0.547911547911548,407
0.5454545454545454,242,0.46938775510204084,441,0.43217665615141954,317,0.4899598393574297,747,0.4980544747081712,257,0.487012987012987,154,0.5065666041275797,533,0.3888888888888889,72,0.5272108843537415,294,0.571764705882353,425
0.48314606741573035,178,0.468013468013468,297,0.5,210,0.4904214559386973,522,0.48314606741573035,178,0.3893129770992366,131,0.5660377358490566,318,0.375,40,0.5683060109289617,183,0.5243445692883895,267
0.46078431372549017,204,0.5,326,0.48623853211009177,218,0.4708333333333333,480,0.5686274509803921,204,0.547945205479452,146,0.509493670886076,316,0.3902439024390244,41,0.5317073170731708,205,0.4964788732394366,284
0.5217391304347826,92,0.5023923444976076,209,0.4222222222222222,135,0.49834983498349833,303,0.5443037974683544,158,0.46846846846846846,111,0.5285714285714286,210,0.5,22,0.44680851063829785,94,0.5202020202020202,198
0.4731182795698925,93,0.5132275132275133,189,0.48760330578512395,121,0.4984709480122324,327,0.45962732919254656,161,0.49606299212598426,127,0.5175097276264592,257,0.5161290322580645,31,0.5365853658536586,123,0.4975124378109453,201
0.5092592592592593,216,0.486646884272997,337,0.45161290322580644,310,0.5103244837758112,678,0.47435897435897434,234,0.5073170731707317,205,0.5294117647058824,510,0.410958904109589,73,0.4703196347031963,219,0.5355191256830601,366
0.44656488549618323,262,0.5062240663900415,482,0.5,296,0.5079575596816976,754,0.5037593984962406,266,0.49557522123893805,226,0.4915254237288136,531,0.40540540540540543,111,0.5290102389078498,293,0.5266821345707656,431
0.47692307692307695,130,0.5344827586206896,290,0.5303030303030303,198,0.488,500,0.49469964664310956,283,0.45454545454545453,209,0.4840764331210191,314,0.3157894736842105,38,0.5024630541871922,203,0.555956678700361,277
0.38125,160,0.5251396648044693,358,0.5296803652968036,219,0.4871287128712871,505,0.5520833333333334,288,0.45,180,0.5229007633587787,262,0.30434782608695654,23,0.5511363636363636,176,0.47601476014760147,271
0.5066666666666667,75,0.510548523206751,237,0.5,90,0.4438202247191011,178,0.5219123505976095,251,0.4573170731707317,164,0.49029126213592233,206,0.36363636363636365,22,0.5555555555555556,144,0.5325443786982249,169
0.5153374233128835,163,0.5176056338028169,568,0.49344978165938863,229,0.46942800788954636,507,0.5610278372591007,467,0.4773662551440329,243,0.4511930585683297,461,0.3898305084745763,59,0.49201277955271566,313,0.5329949238578681,394
0.49019607843137253,102,0.4959016393442623,488,0.5,206,0.5331230283911672,317,0.505,400,0.4878048780487805,246,0.48314606741573035,356,0.5396825396825397,63,0.5217391304347826,230,0.47619047619047616,336
0.4936708860759494,79,0.5290322580645161,310,0.422680412371134,97,0.4968553459119497,159,0.5342019543973942,307,0.4857142857142857,140,0.514018691588785,214,0.391304347826087,23,0.5083333333333333,120,0.45161290322580644,217
0.4647887323943662,71,0.5132743362831859,339,0.5639097744360902,133,0.51,200,0.4830508474576271,354,0.4409448818897638,127,0.5242290748898678,227,0.5,46,0.5422535211267606,142,0.45023696682464454,211
0.48677248677248675,189,0.5338582677165354,635,0.4842105263157895,285,0.4913151364764268,403,0.550321199143469,467,0.4942528735632184,261,0.44814814814814813,540,0.3888888888888889,72,0.5056179775280899,267,0.5032679738562091,459
0.47844827586206895,232,0.5315186246418339,698,0.5119363395225465,377,0.4679611650485437,515,0.5202702702702703,444,0.5113636363636364,264,0.4652908067542214,533,0.4107142857142857,56,0.5390070921985816,282,0.4891566265060241,415
0.5214285714285715,140,0.5,414,0.4732510288065844,243,0.4820359281437126,334,0.5484764542936288,361,0.4541284403669725,218,0.4388059701492537,335,0.6086956521739131,23,0.5421052631578948,190,0.5392156862745098,306
0.4318181818181818,132,0.5,390,0.5698924731182796,186,0.4473684210526316,304,0.5307443365695793,309,0.5032258064516129,155,0.4980237154150198,253,0.2647058823529412,34,0.5053191489361702,188,0.5441860465116279,215
0.45098039215686275,51,0.49416342412451364,257,0.5217391304347826,69,0.45652173913043476,138,0.5058365758754864,257,0.46551724137931033,116,0.503030303030303,165,0.25,16,0.5882352941176471,102,0.527363184079602,201
0.48717948717948717,39,0.5438066465256798,331,0.5572519083969466,131,0.5327102803738317,214,0.5060240963855421,249,0.5666666666666667,90,0.4019607843137255,204,0.55,20,0.4392523364485981,107,0.4511627906976744,215
0.43902439024390244,164,0.5229202037351444,589,0.5017421602787456,287,0.4728132387706856,423,0.5577395577395577,407,0.5046296296296297,216,0.5035799522673031,419,0.47619047619047616,42,0.483271375464684,269,0.46578947368421053,380
0.4429530201342282,149,0.5238784370477568,691,0.49166666666666664,360,0.5201465201465202,546,0.5378151260504201,476,0.4482758620689655,232,0.46723044397463004,473,0.4222222222222222,45,0.4983164983164983,297,0.49440715883668906,447
0.40336134453781514,119,0.46651785714285715,448,0.5669642857142857,224,0.5331325301204819,332,0.5195530726256983,358,0.5602094240837696,191,0.4855305466237942,311,0.3333333333333333,33,0.5,184,0.47278911564625853,294
0.5855855855855856,111,0.5314136125654451,382,0.5,160,0.4618181818181818,275,0.46567164179104475,335,0.4971751412429379,177,0.48514851485148514,202,0.5161290322580645,31,0.47651006711409394,149,0.5271317829457365,258
0.425,40,0.4857142857142857,280,0.5232558139534884,172,0.4696969696969697,264,0.5,206,0.44881889763779526,127,0.5,132,0.4583333333333333,24,0.5495495495495496,111,0.5902777777777778,144
0.44329896907216493,97,0.549889135254989,451,0.5201465201465202,273,0.47465437788018433,434,0.4525316455696203,316,0.5058823529411764,170,0.5,298,0.17857142857142858,28,0.5,216,0.5400696864111498,287
0.43902439024390244,82,0.5037974683544304,395,0.4429223744292237,219,0.5196374622356495,331,0.5055555555555555,360,0.5308641975308642,162,0.5036231884057971,276,0.41379310344827586,29,0.5291479820627802,223,0.49034749034749037,259
0.47058823529411764,34,0.5326460481099656,291,0.5341614906832298,161,0.4911660777385159,283,0.4786729857819905,211,0.41964285714285715,112,0.532608695652174,184,0.5789473684210527,19,0.49557522123893805,113,0.47368421052631576,190
0.5172413793103449,58,0.4855072463768116,276,0.46226415094339623,106,0.43829787234042555,235,0.5625,240,0.48412698412698413,126,0.5191256830601093,183,0.5,14,0.5755395683453237,139,0.4666666666666667,165
0.45454545454545453,110,0.48927875243664715,513,0.48258706467661694,402,0.4918793503480278,431,0.5542521994134897,341,0.44329896907216493,194,0.48157894736842105,380,0.3888888888888889,36,0.5631399317406144,293,0.5188679245283019,318
0.42962962962962964,135,0.49569707401032703,581,0.4782608695652174,391,0.4868686868686869,495,0.5205128205128206,390,0.4894366197183099,284,0.5165745856353591,362,0.4594594594594595,37,0.5066225165562914,302,0.5479876160990712,323
0.4778761061946903,113,0.5250596658711217,419,0.502092050209205,239,0.5068493150684932,292,0.5193548387096775,310,0.4686192468619247,239,0.4621212121212121,264,0.21428571428571427,28,0.5251396648044693,179,0.5183673469387755,245
0.3956043956043956,91,0.5104166666666666,288,0.4797979797979798,198,0.5124555160142349,281,0.5076923076923077,260,0.457286432160804,199,0.5064935064935064,231,0.48717948717948717,39,0.5355191256830601,183,0.5214285714285715,280
0.32142857142857145,28,0.47520661157024796,242,0.48201438848920863,139,0.4583333333333333,192,0.5167464114832536,209,0.46153846153846156,130,0.47674418604651164,172,0.5789473684210527,19,0.5564516129032258,124,0.6163522012578616,159
0.46153846153846156,39,0.539568345323741,278,0.524390243902439,164,0.5147058823529411,272,0.5,198,0.45454545454545453,132,0.44571428571428573,175,0.42857142857142855,7,0.5555555555555556,135,0.45108695652173914,184
0.5214285714285715,140,0.5034013605442177,441,0.5305555555555556,360,0.47044917257683216,423,0.4910025706940874,389,0.4714285714285714,210,0.47474747474747475,396,0.3125,32,0.5581395348837209,258,0.5202156334231806,371
0.4827586206896552,174,0.5,528,0.49507389162561577,406,0.49407114624505927,506,0.551487414187643,437,0.4787234042553192,282,0.47086247086247085,429,0.6,40,0.486013986013986,286,0.51,400
0.5081967213114754,122,0.5191815856777494,391,0.5391705069124424,217,0.47058823529411764,340,0.5052631578947369,285,0.49206349206349204,252,0.4819277108433735,249,0.5813953488372093,43,0.5098039215686274,153,0.4732824427480916,262
0.3411764705882353,85,0.5114285714285715,350,0.5131578947368421,228,0.5057803468208093,346,0.48427672955974843,318,0.5096525096525096,259,0.4819277108433735,249,0.3888888888888889,18,0.552,125,0.5234899328859061,298
0.5185185185185185,54,0.4494949494949495,198,0.4605263157894737,152,0.5022421524663677,223,0.5508771929824562,285,0.5193370165745856,181,0.4863013698630137,146,0.5277777777777778,36,0.4444444444444444,27,0.49324324324324326,148
0.5057471264367817,87,0.535031847133758,314,0.5384615384615384,390,0.4976190476190476,420,0.5170068027210885,441,0.47038327526132406,287,0.4632352941176471,272,0.5081967213114754,61,0.4117647058823529,68,0.47151898734177217,316
0.45714285714285713,105,0.503030303030303,330,0.5134228187919463,298,0.5748031496062992,381,0.5104895104895105,429,0.4381625441696113,283,0.5247933884297521,242,0.425,80,0.3484848484848485,66,0.4745762711864407,236
0.45901639344262296,61,0.49528301886792453,212,0.5,166,0.5601659751037344,241,0.5097276264591439,257,0.4931506849315068,146,0.4583333333333333,144,0.5625,48,0.15384615384615385,13,0.463768115942029,138
0.5072463768115942,69,0.5088495575221239,226,0.4514285714285714,175,0.55893536121673,263,0.4830188679245283,265,0.49390243902439024,164,0.5245901639344263,122,0.46153846153846156,39,0.47619047619047616,21,0.4652777777777778,144
0.5084745762711864,118,0.5025906735751295,386,0.5583126550868487,403,0.5263157894736842,475,0.49814126394052044,538,0.5084745762711864,295,0.46325878594249204,313,0.4819277108433735,83,0.46153846153846156,117,0.4219858156028369,282
0.5051020408163265,196,0.48120300751879697,399,0.5022222222222222,450,0.5514834205933682,573,0.47610294117647056,544,0.5082872928176796,362,0.5216216216216216,370,0.5289256198347108,121,0.32038834951456313,103,0.4838709677419355,434
0.5595238095238095,84,0.46567164179104475,335,0.5171102661596958,263,0.5310173697270472,403,0.5070028011204482,357,0.4773662551440329,243,0.4844961240310077,258,0.4782608695652174,69,0.49230769230769234,65,0.4930875576036866,217
0.4845360824742268,97,0.5,260,0.5,194,0.484472049689441,322,0.5080906148867314,309,0.5102880658436214,243,0.4860335195530726,179,0.4722222222222222,72,0.5909090909090909,44,0.5108695652173914,184
0.45,40,0.46808510638297873,188,0.4936708860759494,158,0.5,238,0.5285171102661597,263,0.5,186,0.4621212121212121,132,0.5625,48,0.5263157894736842,19,0.53125,96
0.64,75,0.5224489795918368,245,0.539906103286385,213,0.522633744855967,243,0.4765625,256,0.39436619718309857,142,0.45794392523364486,107,0.4339622641509434,53,0.4090909090909091,22,0.5081967213114754,122
0.5327868852459017,122,0.46153846153846156,364,0.5277044854881267,379,0.5108695652173914,460,0.5694760820045558,439,0.49174917491749176,303,0.4380664652567976,331,0.39325842696629215,89,0.4482758620689655,87,0.5034722222222222,288
0.4682080924855491,173,0.5048780487804878,410,0.5338345864661654,399,0.48118811881188117,505,0.4822546972860125,479,0.5664556962025317,316,0.49283667621776506,349,0.5222222222222223,90,0.5352112676056338,71,0.46134020618556704,388
0.46153846153846156,91,0.5143769968051118,313,0.536697247706422,218,0.5014245014245015,351,0.5120643431635389,373,0.4719626168224299,214,0.47317073170731705,205,0.3728813559322034,59,0.55,40,0.5147058823529411,204
0.5170068027210885,147,0.5037878787878788,264,0.5362318840579711,276,0.49504950495049505,404,0.5415384615384615,325,0.45,220,0.5212765957446809,188,0.39622641509433965,53,0.3333333333333333,39,0.4732142857142857,224
0.4639175257731959,97,0.48366013071895425,153,0.5190839694656488,131,0.5418502202643172,227,0.4567901234567901,243,0.5620437956204379,137,0.6138613861386139,101,0.40425531914893614,47,0.3,10,0.4338235294117647,136
0.4967741935483871,155,0.4817073170731707,328,0.5311720698254364,401,0.5221445221445221,429,0.5137614678899083,436,0.4578313253012048,249,0.5085470085470085,234,0.3888888888888889,54,0.6,35,0.4600760456273764,263
0.5424836601307189,153,0.5036764705882353,272,0.5038759689922481,258,0.5025380710659898,394,0.5092348284960422,379,0.5056603773584906,265,0.463302752293578,218,0.4444444444444444,45,0.5510204081632653,49,0.467005076142132,197
0.5045871559633027,109,0.43,200,0.5240641711229946,187,0.49795918367346936,245,0.5655737704918032,244,0.4473684210526316,152,0.48951048951048953,143,0.5555555555555556,36,0.5,4,0.5074626865671642,134
0.5087719298245614,114,0.5120481927710844,166,0.5290322580645161,155,0.5238095238095238,252,0.48034934497816595,229,0.3935483870967742,155,0.5625,144,0.4838709677419355,31,0.16666666666666666,6,0.5068493150684932,146
0.5098039215686274,204,0.5125786163522013,318,0.5191256830601093,366,0.5307377049180327,488,0.5242290748898678,454,0.4684385382059801,301,0.46440677966101696,295,0.30357142857142855,56,0.5428571428571428,35,0.4657039711191336,277
0.4439461883408072,223,0.5077399380804953,323,0.5,454,0.5038610038610039,518,0.5443037974683544,474,0.5314685314685315,286,0.47750865051903113,289,0.4423076923076923,52,0.33962264150943394,53,0.4864864864864865,296
0.4883720930232558,172,0.48028673835125446,279,0.578397212543554,287,0.5614035087719298,342,0.49171270718232046,362,0.46568627450980393,204,0.453125,256,0.5344827586206896,58,0.375,16,0.4406779661016949,236
0.44571428571428573,175,0.4901315789473684,304,0.5225225225225225,222,0.5032679738562091,306,0.5016077170418006,311,0.5454545454545454,198,0.4913294797687861,173,0.4594594594594595,37,0.6190476190476191,21,0.4838709677419355,155
0.5280898876404494,89,0.4943181818181818,176,0.5662650602409639,166,0.5135135135135135,222,0.5701754385964912,228,0.4306569343065693,137,0.42201834862385323,109,0.4594594594594595,37,0.2,5,0.41732283464566927,127
0.6375,80,0.4971751412429379,177,0.4943820224719101,178,0.47035573122529645,253,0.5140562248995983,249,0.4605263157894737,152,0.5284552845528455,123,0.6774193548387096,31,0.3333333333333333,6,0.4444444444444444,135
0.4772727272727273,176,0.48746518105849584,359,0.5335051546391752,388,0.5158562367864693,473,0.5059665871121718,419,0.48046875,256,0.47244094488188976,254,0.40625,32,0.30434782608695654,23,0.515625,320
0.47417840375586856,213,0.4823848238482385,369,0.5372807017543859,456,0.49452554744525545,548,0.5514223194748359,457,0.5107142857142857,280,0.43795620437956206,274,0.47368421052631576,38,0.4418604651162791,43,0.47278911564625853,294
0.4934210526315789,152,0.4758842443729904,311,0.5132450331125827,302,0.49866666666666665,375,0.5417867435158501,347,0.5081967213114754,244,0.5175879396984925,199,0.41304347826086957,46,0.23529411764705882,17,0.46596858638743455,191
0.60431654676259,139,0.4669421487603306,242,0.48559670781893005,243,0.48314606741573035,356,0.5432835820895522,335,0.5025380710659898,197,0.535483870967742,155,0.4166666666666667,48,0.42105263157894735,19,0.4368421052631579,190
